label,processed_text,priority,urgency,type,queue
1.0,Microphone Access Denied Error Despite Permissions Granted,medium,not_urgent,,
0.0,Replay saves fail to capture last few seconds of gameplay,low,not_urgent,,
2.0,Critical update for delayed system responses during annual review periods,high,urgent,,
1.0,Group Chat Members Do Not Receive Invitation Notifications,medium,not_urgent,,
0.0,Gifting feature not accessible from main menu,low,not_urgent,,
2.0,Essential patch needed for faulty sorting in organizational charts,high,urgent,,
1.0,Duplicate Messages Sent Without User's Knowledge,medium,not_urgent,,
0.0,Text overlap in the credits section on tablets,low,not_urgent,,
2.0,Top-priority resolution for non-functioning download buttons in online payslips,high,urgent,,
1.0,High Data Usage Reported by Several Users,medium,not_urgent,,
0.0,Clan creation date shows incorrect year,low,not_urgent,,
2.0,Urgent fix required for auto-fill errors in forms for employee benefits,high,urgent,,
1.0,User Unable to Leave Voice Messages,medium,not_urgent,,
0.0,Custom game settings revert after each session,low,not_urgent,,
2.0,Immediate remedy for overlapping text in staff shift scheduling interfaces,high,urgent,,
1.0,Access to Photos and Media Intermittently Blocked,medium,not_urgent,,
0.0,Overlapping text on game store tabs,low,not_urgent,,
2.0,High-priority fix for email deliverability issues in newsletter distributions,high,urgent,,
1.0,Temporary Freeze When Switching Between Chats,medium,not_urgent,,
0.0,Saved games list loads slowly,low,not_urgent,,
2.0,Critical action needed for corrupted database entries in skills inventory,high,urgent,,
1.0,Inconsistent Formatting When Copying Messages from Other Apps,medium,not_urgent,,
0.0,Download progress bar inaccurate,low,not_urgent,,
2.0,Essential update for inconsistent access permissions in file sharing modules,high,urgent,,
1.0,Chat Scrolling Automatically Jumps to Newest Message,medium,not_urgent,,
0.0,Privacy settings link broken in the app,low,not_urgent,,
2.0,Immediate resolution for redundant data entry fields in accident reports,high,urgent,,
1.0,Presence Indicators Incorrect After Network Reconnection,medium,not_urgent,,
0.0,Usernames with special characters display incorrectly,low,not_urgent,,
2.0,Top-priority bug correction for slow loading of interactive training modules,high,urgent,,
1.0,Data Backup Feature Fails to Complete,medium,not_urgent,,
0.0,Voice chat has low volume on default settings,low,not_urgent,,
2.0,Urgent remedy required for failed logouts causing security risks,high,urgent,,
1.0,Unexpected Language Switch in App Interface,medium,not_urgent,,
0.0,Mobile battery drains rapidly when in app,low,not_urgent,,
2.0,Critical fix needed for application crashes during data migration,high,urgent,,
1.0,Active Chat Notification Disappears Prematurely,medium,not_urgent,,
0.0,Manual sync required for achievement progress,low,not_urgent,,
2.0,High-importance patch for malfunctioning search functionality in employee databases,high,urgent,,
1.0,Server Response Delay Impacts Message Sending,medium,not_urgent,,
0.0,Tutorial pop-ups non-dismissable under certain conditions,low,not_urgent,,
2.0,Essential correction for incorrect formatting in exported staffing reports,high,urgent,,
1.0,Misaligned Text in Chat Bubbles on Compact Screens,medium,not_urgent,,
0.0,Avatar customization options reset randomly,low,not_urgent,,
2.0,Top-priority update for unrecorded updates in workforce deployment plans,high,urgent,,
1.0,Contact List Fails to Refresh After User Adds New Contact,medium,not_urgent,,
0.0,Game update notification appears multiple times,low,not_urgent,,
2.0,Urgent resolution needed for scripting errors in custom HR report tools,high,urgent,,
1.0,Video Call Connection Fails with No Error Message,medium,not_urgent,,
0.0,Lag during scene transitions on budget mobile devices,low,not_urgent,,
2.0,Critical remedy for broken calendar synchronization in meeting scheduler,high,urgent,,
1.0,Old Chats Not Properly Archived According to Settings,medium,not_urgent,,
0.0,Event timer does not pause during maintenance windows,low,not_urgent,,
2.0,Immediate fix required for unresponsive dashboard widgets in executive overview,high,urgent,,
1.0,App Hangs When Attempting to Access Chat Settings,medium,not_urgent,,
0.0,Graphical glitches during weather effects,low,not_urgent,,
2.0,High-priority action for missing validation in new user registration for HRMS,high,urgent,,
1.0,Failed Integration with Third-party Apps for File Sharing,medium,not_urgent,,
0.0,Incorrect tooltips in the crafting menu,low,not_urgent,,
2.0,Essential bug fix for looping redirects in online HR training courses,high,urgent,,
1.0,Group Admin Cannot Add New Members,medium,not_urgent,,
0.0,Payroll summary report sometimes excludes last entry,low,not_urgent,,
2.0,Critical error in CRM dashboard view not updating client interactions,high,urgent,,
1.0,Image Caption Disappears After Sending,medium,not_urgent,,
0.0,"Employee search by ID slow when database exceeds 10,000 entries",low,not_urgent,,
2.0,Urgent fix required for failed data synchronization in sales lead module,high,urgent,,
1.0,App Does Not Alert When Reaching Storage Limit,medium,not_urgent,,
0.0,Incorrect sorting of staff birthdays by month,low,not_urgent,,
2.0,Immediate attention needed for database lock during bulk recruitment updates,high,urgent,,
1.0,VoIP Call Echo Makes Conversation Difficult,medium,not_urgent,,
0.0,Redundant confirmation prompts when saving new employee details,low,not_urgent,,
2.0,Top-priority patch for missing validation in quotation pricing fields,high,urgent,,
1.0,Message Preview Shows Old Messages Instead of New Ones,medium,not_urgent,,
0.0,Designation dropdown not alphabetically sorted,low,not_urgent,,
2.0,Essential resolution for incorrect routing of NPD project approvals,high,urgent,,
1.0,Chat Backup Stuck at Certain Percentage,medium,not_urgent,,
0.0,Performance review form resets if left idle for over 5 minutes,low,not_urgent,,
2.0,High-importance bug in CRM contact merge function causing data loss,high,urgent,,
1.0,User Name Does Not Update in Real-time in Group Chats,medium,not_urgent,,
0.0,Annual leave balance inaccurately calculates during leap years,low,not_urgent,,
2.0,Urgent remedy for quotation module freezing during PDF generation,high,urgent,,
1.0,Pin Chat Feature Not Working on Some Devices,medium,not_urgent,,
0.0,Email notifications for payroll updates sent twice to admin,low,not_urgent,,
2.0,Critical fix needed for access denial in ERP admin settings,high,urgent,,
1.0,Long Delay Before Receiving Verification Emails,medium,not_urgent,,
0.0,CSV export missing last column when viewed in Excel,low,not_urgent,,
2.0,Immediate patch required for lost updates in candidate status in recruitment portal,high,urgent,,
1.0,Chat Window Does Not Scroll Down to Newest Message Automatically,medium,not_urgent,,
0.0,User role permissions inconsistently enforced on settings page,low,not_urgent,,
2.0,Top-priority resolution for CRM email template errors causing customer outreach failure,high,urgent,,
1.0,Contact Suggestions Not Relevant,medium,not_urgent,,
0.0,Minor text overlap on the employee profile tabs on mobile,low,not_urgent,,
2.0,High-importance correction needed for inaccurate sales forecasting reports,high,urgent,,
1.0,Photo Album in Chat Displays Images Out of Order,medium,not_urgent,,
0.0,Dashboard widgets misaligned on ultra-wide monitors,low,not_urgent,,
2.0,Essential bug fix for non-responsive filters in lead management dashboard,high,urgent,,
1.0,Timestamps Missing for Some Messages,medium,not_urgent,,
0.0,Leave request form allows submission with past dates,low,not_urgent,,
2.0,Immediate attention to security flaw allowing unauthorized access to quotation data,high,urgent,,
1.0,Chat Font Size Resets After App Update,medium,not_urgent,,
0.0,Inconsistent capitalization of job titles in reports,low,not_urgent,,
2.0,Urgent patch needed for errors in automated lead qualification scripts,high,urgent,,
1.0,Emoji Sent Not Displaying on Recipient's End,medium,not_urgent,,
0.0,Access logs display incorrect time zone,low,not_urgent,,
2.0,Critical update required for broken hyperlinks in ERP training modules,high,urgent,,
1.0,Attachment Button Unresponsive in Chat Window,medium,not_urgent,,
0.0,Holiday list pagination resets when a new holiday is added,low,not_urgent,,
2.0,Top-priority fix for invoice generation errors in sales module,high,urgent,,
1.0,Delayed Sync of Contact Names and Numbers,medium,not_urgent,,
0.0,Staff directory does not filter by location correctly,low,not_urgent,,
2.0,Essential remedy for failed batch processing of recruitment applications,high,urgent,,
1.0,Read Receipts Turn Off Randomly,medium,not_urgent,,
0.0,Password reset link sometimes fails to send,low,not_urgent,,
2.0,High-priority correction for faulty export of NPD documentation,high,urgent,,
1.0,Video Filters Not Applying During Live Calls,medium,not_urgent,,
0.0,Spelling errors in the automated onboarding email template,low,not_urgent,,
2.0,Immediate resolution needed for CRM mobile app crashes on iOS devices,high,urgent,,
1.0,Misleading User Online Status Causes Confusion,medium,not_urgent,,
0.0,Employee avatars pixelated on high-resolution displays,low,not_urgent,,
2.0,Urgent fix required for misaligned sales targets in executive dashboards,high,urgent,,
1.0,Lag in Typing Indicator in Real-time Chat,medium,not_urgent,,
0.0,Bulk upload of hours worked intermittently ignores some entries,low,not_urgent,,
2.0,Critical action needed for server timeout during high-volume data imports,high,urgent,,
1.0,Security Warning Appears Randomly During Normal Use,medium,not_urgent,,
0.0,Pie chart labels overlap in the department budget report,low,not_urgent,,
2.0,Top-priority bug correction for recruitment module failing to save interview notes,high,urgent,,
1.0,Audio Switches from Earpiece to Speaker Unexpectedly During Call,medium,not_urgent,,
0.0,Manual adjustments in payroll not logged in audit trail,low,not_urgent,,
2.0,Essential patch needed for incorrect data mapping in CRM integrations,high,urgent,,
1.0,External Links Not Opening in Built-in Browser,medium,not_urgent,,
0.0,Project assignment notifications delayed,low,not_urgent,,
2.0,Immediate update for disrupted communication links between ERP modules,high,urgent,,
1.0,Unwanted Zoom During Video Calls on Tablet Devices,medium,not_urgent,,
0.0,Employee status filter resets on page refresh,low,not_urgent,,
2.0,High-importance resolution for corrupted file uploads in document management system,high,urgent,,
1.0,Message Deletion for Everyone Fails to Remove Message for All Participants,medium,not_urgent,,
0.0,Timesheet approval button hidden when more than 50 entries,low,not_urgent,,
2.0,Urgent remedy required for automated email loops in CRM follow-up sequences,high,urgent,,
1.0,Continuous Loading Icon When Updating App Features,medium,not_urgent,,
0.0,Search by employee name does not handle accents,low,not_urgent,,
2.0,Critical correction for duplicate record creation in lead capture forms,high,urgent,,
1.0,Inadequate Error Description When Chat Fails to Load,medium,not_urgent,,
0.0,Reminder for expiring contracts sent one day late,low,not_urgent,,
2.0,Essential fix for slow response times in ERP's centralized data repository,high,urgent,,
1.0,Pagination Fails to Load More Than First Page of Results,medium,not_urgent,,
0.0,Data synchronization issues between desktop and mobile app,low,not_urgent,,
2.0,Top-priority action for faulty logic in discount calculations in quotations,high,urgent,,
1.0,Filter by Date Returns Results Outside of Specified Range,medium,not_urgent,,
0.0,Login page slow to load on older browsers,low,not_urgent,,
2.0,Immediate attention needed for unrecorded transactions in sales ledger,high,urgent,,
1.0,Sorting by Price Not Adjusting for Currency Variations,medium,not_urgent,,
0.0,Staff profiles missing scroll on smaller screens,low,not_urgent,,
2.0,High-importance bug fix for missing dependency checks in NPD planning tools,high,urgent,,
1.0,404 Error on Some Pages Despite Valid Links,medium,not_urgent,,
0.0,Footer content overlaps in print view of salary slips,low,not_urgent,,
2.0,Urgent update required for broken API endpoints affecting third-party integrations,high,urgent,,
1.0,Slow Page Load Times on Product Listing Page,medium,not_urgent,,
0.0,Inconsistent date format between payroll and leave sections,low,not_urgent,,
2.0,Critical patch needed for irregularities in recruitment candidate ranking,high,urgent,,
1.0,Broken Image Links on Main Banner,medium,not_urgent,,
0.0,Document upload fails with no error message for files over 10MB,low,not_urgent,,
2.0,Top-priority remedy for untraceable changes in ERP user permission settings,high,urgent,,
1.0,Incorrect Count on Pagination After Applying Filters,medium,not_urgent,,
0.0,List of holidays does not update until app restart,low,not_urgent,,
2.0,Essential correction for failed scheduled backups of ERP system data,high,urgent,,
1.0,CSS Fails to Load on Home Page Leading to Styling Issues,medium,not_urgent,,
0.0,Notification for new messages clears too quickly,low,not_urgent,,
2.0,Immediate resolution required for cross-module data inconsistencies in ERP,high,urgent,,
1.0,JavaScript Error When Clicking on Sort Options,medium,not_urgent,,
0.0,Duplicate entries shown in staff activity log,low,not_urgent,,
2.0,High-priority update for incorrect status indicators in CRM client profiles,high,urgent,,
1.0,Search Bar Unresponsive on Mobile Devices,medium,not_urgent,,
0.0,Incorrect error message displayed for failed login attempts,low,not_urgent,,
2.0,Urgent bug fix needed for null pointer exceptions in sales report generation,high,urgent,,
1.0,Misalignment of Elements on Footer at 1024x768 Resolution,medium,not_urgent,,
0.0,Meeting room booking calendar shows wrong week start day,low,not_urgent,,
2.0,Critical action for abrupt session terminations affecting ERP audit trails,high,urgent,,
1.0,Email Subscription Form Submits More than Once per User,medium,not_urgent,,
0.0,Vacation days tally does not update immediately after approval,low,not_urgent,,
2.0,Top-priority patch required for misconfigured workflow triggers in NPD module,high,urgent,,
1.0,Broken Pagination Links on Blog Page,medium,not_urgent,,
0.0,Department head unable to view certain employee data fields,low,not_urgent,,
2.0,Essential fix for repetitive crash issues during high data load on ERP system,high,urgent,,
1.0,Filter Reset Button Does Not Clear All Active Filters,medium,not_urgent,,
0.0,Text truncation in the weekly hours worked summary email,low,not_urgent,,
2.0,Immediate remedy needed for visibility issues with ERP dashboard widgets,high,urgent,,
1.0,Text Overlapping in Product Descriptions on Catalog Pages,medium,not_urgent,,
0.0,Page navigation buttons inactive in the employee training module,low,not_urgent,,
2.0,High-importance correction for inaccurate tracking of quotation approval statuses,high,urgent,,
1.0,Social Media Share Buttons Not Functional,medium,not_urgent,,
0.0,Attendance report generates without selected filters,low,not_urgent,,
2.0,Urgent resolution required for email deliverability issues in CRM notifications,high,urgent,,
1.0,Product Zoom Feature Fails on Touch Devices,medium,not_urgent,,
0.0,Performance rating scale displays incorrectly on tablets,low,not_urgent,,
2.0,Critical update needed for dysfunctional pagination in recruitment listings,high,urgent,,
1.0,User Session Expires Too Quickly on Inactivity,medium,not_urgent,,
0.0,Delayed updates in employee leaderboards,low,not_urgent,,
2.0,Top-priority bug fix for erratic behavior of calendar syncing in ERP,high,urgent,,
1.0,User Review Submission Form Loses Data on Error,medium,not_urgent,,
0.0,Intermittent logout issues during multi-tab usage,low,not_urgent,,
2.0,Essential patch for delayed response from support module affecting customer service,high,urgent,,
1.0,Sort Dropdown Closes Unexpectedly on Click,medium,not_urgent,,
0.0,Session timeout does not extend with page activity,low,not_urgent,,
2.0,Immediate action needed for flawed serialization in data export functions,high,urgent,,
1.0,Inconsistent Product Thumbnails on Search Page,medium,not_urgent,,
0.0,Approval workflows skip steps if completed too quickly,low,not_urgent,,
2.0,High-priority fix required for incorrect lead scoring updates in CRM,high,urgent,,
1.0,Dynamic Content Loading Skips Elements on Fast Scroll,medium,not_urgent,,
0.0,Contract renewal alert pops up for already renewed contracts,low,not_urgent,,
2.0,Urgent remedy for compromised data integrity in ERP after system update,high,urgent,,
1.0,Responsive Layout Breaks on iPad Pro in Portrait Mode,medium,not_urgent,,
0.0,Profile edit screen does not warn on unsaved changes,low,not_urgent,,
2.0,Critical resolution for system-wide outage following ERP maintenance session,high,urgent,,
1.0,Infinite Scroll Duplicates Items Under High Load,medium,not_urgent,,
0.0,Chat feature between staff does not support file attachments,low,not_urgent,,
2.0,Top-priority correction needed for unresponsive state transitions in workflow engine,high,urgent,,
1.0,Cart Update Fails When Changing Quantity,medium,not_urgent,,
0.0,Dashboard fails to refresh automatically on data change,low,not_urgent,,
2.0,Essential bug fix for CRM data filters failing post-upgrade,high,urgent,,
1.0,Header Navigation Links Redirect to Incorrect Pages,medium,not_urgent,,
0.0,Search in employee records not case insensitive,low,not_urgent,,
2.0,Immediate patch needed for script errors in custom ERP reports,high,urgent,,
1.0,"Search Functionality Case Sensitive, Leading to Missed Results",medium,not_urgent,,
0.0,Overlapping labels in the organizational chart,low,not_urgent,,
2.0,High-importance update for misalignment in user interface elements in ERP,high,urgent,,
1.0,Multiple H1 Tags Per Page Affecting SEO,medium,not_urgent,,
0.0,Errors not logged when email server is unreachable,low,not_urgent,,
2.0,Urgent correction required for data overlap issues in multi-user operation,high,urgent,,
1.0,Accessibility Issue with Form Labels Missing on Contact Page,medium,not_urgent,,
0.0,Export to PDF cuts off text for some fields in employee profiles,low,not_urgent,,
2.0,Critical action for missing links between sales leads and related quotations,high,urgent,,
1.0,HTML5 Validation Errors in User Submitted Content,medium,not_urgent,,
0.0,Links in the help section lead to outdated documents,low,not_urgent,,
2.0,Top-priority fix for inconsistent data capture in mobile ERP applications,high,urgent,,
1.0,Duplicate ID Attributes Across Different HTML Elements,medium,not_urgent,,
0.0,Scroll issues in the payroll adjustment log,low,not_urgent,,
2.0,Essential resolution needed for data leakage in multi-tenant ERP environment,high,urgent,,
1.0,Broken Sorting Function in Archive Section,medium,not_urgent,,
0.0,FAQ section of the application fails to load under certain network conditions,low,not_urgent,,
2.0,Immediate remedy required for persistent session timeouts in recruitment portal,high,urgent,,
1.0,Cached Pages Showing Outdated Product Prices,medium,not_urgent,,
0.0,Inconsistent loading times for different modules,low,not_urgent,,
2.0,High-priority correction for broken sorting functionality in sales lead table,high,urgent,,
1.0,Filter Options Invisible in Dark Mode,medium,not_urgent,,
0.0,Check-in functionality available outside of geofenced area,low,not_urgent,,
2.0,Urgent update needed for overlapping UI components in CRM dashboards,high,urgent,,
1.0,Ad Banner Overlaps Navigation Menu on Certain Screens,medium,not_urgent,,
0.0,Incorrect sorting by date in staff attendance records,low,not_urgent,,
2.0,Critical patch for NPD module crashing during critical data entry,high,urgent,,
1.0,Incorrect Handling of URL Parameters Leading to Blank Pages,medium,not_urgent,,
0.0,Multi-factor authentication setup instructions unclear,low,not_urgent,,
2.0,Top-priority fix required for mislabeling in ERP system logs,high,urgent,,
1.0,HTML Characters Not Escaped in User Comments,medium,not_urgent,,
0.0,Recurring meeting setup does not confirm end date,low,not_urgent,,
2.0,Essential action for broken automatic update of ERP core components,high,urgent,,
1.0,Cross-Site Scripting Vulnerability in Search Form,medium,not_urgent,,
0.0,Staff contact list exports without selected custom fields,low,not_urgent,,
2.0,Immediate bug fix needed for malfunctioning email integration in CRM,high,urgent,,
1.0,Video Content Fails to Load on Firefox,medium,not_urgent,,
0.0,Birthday alerts continue for deactivated employees,low,not_urgent,,
2.0,High-importance remedy for inaccurate quota calculations in sales module,high,urgent,,
1.0,Old Content Remains in Modal Windows After Closure,medium,not_urgent,,
0.0,UI glitch when toggling between light and dark mode,low,not_urgent,,
2.0,Urgent correction needed for flawed permission hierarchy causing data breaches,high,urgent,,
1.0,Missing Alt Tags for Many Images on Homepage,medium,not_urgent,,
0.0,Employee tenure calculations do not account for leap years,low,not_urgent,,
2.0,Critical update required for loss of functionality in mobile quotation tools,high,urgent,,
1.0,API Request Limit Exceeded Message on User Dashboard,medium,not_urgent,,
0.0,Outdated links in the new hire orientation portal,low,not_urgent,,
2.0,Top-priority resolution for broken real-time analytics in ERP dashboard,high,urgent,,
1.0,Unexpected Scroll Bar Appearance in Dropdown Menus,medium,not_urgent,,
0.0,Inability to delete multiple timesheet entries at once,low,not_urgent,,
2.0,Essential patch needed for incomplete data retrieval in advanced search options,high,urgent,,
1.0,Intermittent Database Connection Errors on User Profiles,medium,not_urgent,,
0.0,User-defined fields reset to default after software update,low,not_urgent,,
2.0,Immediate fix for ERP system crash during concurrent user logins,high,urgent,,
1.0,Mixed Content Warnings on Secure Pages,medium,not_urgent,,
0.0,Access control issues in the document management system,low,not_urgent,,
2.0,High-priority update required for missing notifications in project milestone tracking,high,urgent,,
1.0,Password Reset Link Expires Prematurely,medium,not_urgent,,
0.0,Notification settings revert to default on app update,low,not_urgent,,
2.0,Urgent bug correction for skewed reporting graphs in CRM analysis tools,high,urgent,,
1.0,Server Error When Uploading Large Files via Forms,medium,not_urgent,,
0.0,Year-end reports do not include adjustments from final payroll,low,not_urgent,,
2.0,Critical remedy needed for failed data migrations during ERP upgrades,high,urgent,,
1.0,Misleading Error Messages on Checkout Page,medium,not_urgent,,
0.0,Auto-complete in the search bar does not work for new entries,low,not_urgent,,
2.0,Top-priority fix for non-functioning download options in document management system,high,urgent,,
1.0,Auto-Fill Incorrectly Filling Form Fields,medium,not_urgent,,
0.0,Benefits enrollment page slow to update after selections,low,not_urgent,,
2.0,Essential resolution for errors during bulk data processing in CRM,high,urgent,,
1.0,Cookie Consent Banner Not Retaining User Preference,medium,not_urgent,,
0.0,Error thrown when printing ID cards from selected profiles,low,not_urgent,,
2.0,Immediate action required for broken conditional logic in ERP workflows,high,urgent,,
1.0,Map Functionality Broken in Contact Us Section,medium,not_urgent,,
0.0,Schedule planner does not reflect real-time changes,low,not_urgent,,
2.0,High-importance patch needed for user session corruption affecting data security,high,urgent,,
1.0,Inaccurate Auto-Suggestion in Search Fields,medium,not_urgent,,
0.0,Holiday calendar integration with external calendars sometimes fails,low,not_urgent,,
2.0,Urgent fix required for erratic update prompts disrupting user work in ERP,high,urgent,,
1.0,Delay in Loading Styles Causes Flash of Unstyled Content,medium,not_urgent,,
0.0,System does not alert when similar employee records exist,low,not_urgent,,
2.0,Critical correction for performance degradation in ERP under load,high,urgent,,
1.0,Breadcrumbs Do Not Reflect Current Page Location,medium,not_urgent,,
0.0,Real-time collaboration feature lag on document editing,low,not_urgent,,
2.0,Top-priority update for CRM sync failures with external marketing tools,high,urgent,,
1.0,Non-Functional Pagination in Image Galleries,medium,not_urgent,,
0.0,Custom fields in the performance review form do not save properly,low,not_urgent,,
2.0,Essential remedy for broken contract renewal workflows in sales module,high,urgent,,
1.0,Login Page Vulnerable to Brute Force Attacks,medium,not_urgent,,
0.0,Language preference resets to English after each logout,low,not_urgent,,
2.0,Immediate resolution needed for incorrect product configurations in NPD,high,urgent,,
1.0,Items Remain in Cart After User Logs Out,medium,not_urgent,,
0.0,Employee exit checklist occasionally incomplete in reports,low,not_urgent,,
2.0,High-priority correction for CRM system failing post-patch deployment,high,urgent,,
1.0,Inconsistent Display of VAT Charges on Products,medium,not_urgent,,
0.0,Intermittent crashes in the asset management module,low,not_urgent,,
2.0,Urgent patch needed for unhandled exceptions in ERP financial modules,high,urgent,,
1.0,AJAX Requests Failing Sporadically on Products Page,medium,not_urgent,,
0.0,Delayed response when switching between CRM tabs,low,not_urgent,,
2.0,Critical fix for user interface inconsistencies across different ERP modules,high,urgent,,
1.0,Mobile Menu Fails to Expand on First Click,medium,not_urgent,,
0.0,Recruitment dashboard fails to update in real-time,low,not_urgent,,
2.0,Top-priority remedy for data integrity issues following system restore,high,urgent,,
1.0,User Unable to Edit Profile Information,medium,not_urgent,,
0.0,Sales lead aging report missing last update timestamp,low,not_urgent,,
2.0,Essential bug fix for faulty lead import tool in CRM,high,urgent,,
1.0,Form Validation Allows Submission of Blank Fields,medium,not_urgent,,
0.0,Double entry issue in CRM contact logs,low,not_urgent,,
2.0,Immediate update required for dysfunctional batch update feature in ERP,high,urgent,,
1.0,User Directed to Blank Page After Form Submission,medium,not_urgent,,
0.0,Inconsistent currency formatting in quotations module,low,not_urgent,,
2.0,High-importance fix for CRM contact deduplication process crashing,high,urgent,,
1.0,Unsupported Browser Warning Not Showing on Edge,medium,not_urgent,,
0.0,New product development tasks show incorrect status,low,not_urgent,,
2.0,Urgent resolution for NPD task assignment notifications not being sent,high,urgent,,
1.0,Dynamic Elements Overlapping on New User Registration Page,medium,not_urgent,,
0.0,CRM search by name is case sensitive,low,not_urgent,,
2.0,Critical action needed for missing data fields in ERP customization options,high,urgent,,
1.0,Missing Documentation Link on Configuration Page,medium,not_urgent,,
0.0,Recruitment interview scheduling conflicts with time zones,low,not_urgent,,
2.0,Top-priority correction for erratic notifications in recruitment activities,high,urgent,,
1.0,Admin Panel Shows Incorrect Usage Statistics,medium,not_urgent,,
0.0,NPD project budget not recalculating after changes,low,not_urgent,,
2.0,Essential patch for broken user tracking in ERP audit logs,high,urgent,,
1.0,Discrepancy in Sales Reports Due to Time Zone Settings,medium,not_urgent,,
0.0,Sales quotes PDF export layout breaks with long item names,low,not_urgent,,
2.0,Immediate remedy required for sales quotation tool failing to load templates,high,urgent,,
1.0,Memory Leak in Client-Side Script Slows Down the Website,medium,not_urgent,,
0.0,User activity log fails to capture all user actions,low,not_urgent,,
2.0,High-priority update needed for incorrect billing information in CRM accounts,high,urgent,,
1.0,Broken External Links in Footer,medium,not_urgent,,
0.0,NPD idea submission form resets without warning,low,not_urgent,,
2.0,Urgent fix for data discrepancy in reports generated from ERP sales data,high,urgent,,
1.0,Misplacement of Elements in RTL Layout,medium,not_urgent,,
0.0,Sales lead prioritization settings revert unexpectedly,low,not_urgent,,
2.0,Critical resolution required for system crash during high-volume CRM interactions,high,urgent,,
1.0,Data Table Overflows Container on Smaller Screens,medium,not_urgent,,
0.0,CRM notes field allows text overflow without warning,low,not_urgent,,
2.0,Top-priority bug fix for failing API calls in integrated third-party services,high,urgent,,
1.0,Hover Effects Not Working on Touchscreen Devices,medium,not_urgent,,
0.0,Recruitment portal job filter does not remember user settings,low,not_urgent,,
2.0,Essential correction needed for stalled recruitment workflows due to system errors,high,urgent,,
1.0,Google Maps API Key Exposed in Source Code,medium,not_urgent,,
0.0,Incorrect default country in the CRM address field,low,not_urgent,,
2.0,Immediate action for misconfigured ERP modules leading to operational delays,high,urgent,,
1.0,Dropdown Menu Items Not Translatable,medium,not_urgent,,
0.0,Sales pipeline graph loads inconsistently on mobile devices,low,not_urgent,,
2.0,High-importance remedy required for flawed logic in automated recruitment filtering,high,urgent,,
1.0,Security Certificate Errors on Subdomains,medium,not_urgent,,
0.0,Quote approval notification sends multiple reminders,low,not_urgent,,
2.0,Urgent patch needed for errors in data visualization tools within ERP,high,urgent,,
1.0,Database Export Function Fails Intermittently,medium,not_urgent,,
0.0,NPD timeline does not adjust dates automatically,low,not_urgent,,
2.0,Critical fix required for email alert failures in CRM module,high,urgent,,
1.0,Slideshow Transition Effects Cause Lag,medium,not_urgent,,
0.0,Email template editor in CRM missing font options,low,not_urgent,,
2.0,Top-priority resolution for broken links in ERP support documentation,high,urgent,,
1.0,Inconsistent Capitalization in UI Labels,medium,not_urgent,,
0.0,Sales order form allows negative quantities,low,not_urgent,,
2.0,Essential update for unimplemented security patches affecting ERP stability,high,urgent,,
1.0,Popup Modal Not Centered on Vertical Mobile Screens,medium,not_urgent,,
0.0,Recruitment candidate profile mixes up languages spoken,low,not_urgent,,
2.0,Immediate correction needed for corrupted CRM data following system update,high,urgent,,
1.0,Misconfigured Email Server Delays Outgoing Mails,medium,not_urgent,,
0.0,CRM email tracking does not confirm when emails are opened,low,not_urgent,,
2.0,High-priority fix for malfunctioning automatic backup in ERP system,high,urgent,,
1.0,Missing Thumbnails for Featured Products,medium,not_urgent,,
0.0,Quotation amendment history does not record all edits,low,not_urgent,,
2.0,Critical: Chat message delivery delayed across all channels,high,urgent,,
1.0,Inaccurate Progress Indicator on Uploads,medium,not_urgent,,
0.0,Lead conversion rate report includes duplicate entries,low,not_urgent,,
2.0,Urgent: Server crashes on multiple simultaneous logins,high,urgent,,
1.0,Tooltip Text Not Localized for International Users,medium,not_urgent,,
0.0,Sales tax calculation off by rounding error in some scenarios,low,not_urgent,,
2.0,High Priority: Inconsistent message timestamps across different time zones,high,urgent,,
1.0,Order Confirmation Emails Missing Order Details,medium,not_urgent,,
0.0,Document attachment feature in CRM intermittently unresponsive,low,not_urgent,,
2.0,Immediate Fix: Data leak in private chat sessions,high,urgent,,
1.0,Print CSS Omits Images in Article Pages,medium,not_urgent,,
0.0,Recruitment module does not filter by application date correctly,low,not_urgent,,
2.0,Critical Security Issue: Unauthorized access to user chat histories,high,urgent,,
1.0,RSS Feed Missing Recent Updates,medium,not_urgent,,
0.0,Sales lead follow-up reminder fails to trigger,low,not_urgent,,
2.0,Urgent: Crash when sending images in high resolution,high,urgent,,
1.0,Flickering Issue on CSS Animation Under Chrome,medium,not_urgent,,
0.0,NPD resource allocation chart not updating,low,not_urgent,,
2.0,High Importance: Audio messages not playable on Android devices,high,urgent,,
1.0,Unintended Redirect Loop on Certain Category Pages,medium,not_urgent,,
0.0,Quotations list view slow to load more than 50 items,low,not_urgent,,
2.0,Top Priority: Lost connection errors not handled gracefully,high,urgent,,
1.0,Session Timeout Not Warning User Before Expiry,medium,not_urgent,,
0.0,User defined fields in CRM do not support multiple selections,low,not_urgent,,
2.0,Immediate Attention: Group chat exceeding member limit causes server freeze,high,urgent,,
1.0,News Section Fails to Update Automatically,medium,not_urgent,,
0.0,Candidate evaluation form missing key criteria,low,not_urgent,,
2.0,Critical: Emoji support causing app to crash on iOS,high,urgent,,
1.0,Product Variant Selection Resets When Page Refreshes,medium,not_urgent,,
0.0,Auto-fill in CRM address fields often inaccurate,low,not_urgent,,
